utterance,intent,category,tags,intent_label
I was wondering about tar komutuyla backup almak?,system_backup_restore,,,
I was wondering about can you help me with: yedekleme için en iyi araçlar neler??,system_backup_restore,,,
"Hi, can you help me with: i'm not sure how to: yedekleme için en iyi araçlar neler??",system_backup_restore,,,
"Hi, can you help me with: what's the correct way to yedekleme için en iyi araçlar neler???",system_backup_restore,,,
Any advice on how to any idea how i should handle: yedekleme için en iyi araçlar neler???,system_backup_restore,,,
"Hi, can you help me with: step-by-step for: yedekleme için en iyi araçlar neler???",system_backup_restore,,,
Any advice on how to yedekleme için en iyi araçlar neler??,system_backup_restore,,,
Could you explain how to can you help me with: geri yükleme nasıl yapılır???,system_backup_restore,,,
Any advice on how to i'm not sure how to: geri yükleme nasıl yapılır??,system_backup_restore,,,
I was wondering about what's the correct way to geri yükleme nasıl yapılır??,system_backup_restore,,,
Jason wants to know any idea how i should handle: geri yükleme nasıl yapılır??,system_backup_restore,,,
Any advice on how to step-by-step for: geri yükleme nasıl yapılır???,system_backup_restore,,,
Brent wants to know geri yükleme nasıl yapılır?,system_backup_restore,,,
Any advice on how to can you help me with: rsync ile yedek nasıl alınır???,system_backup_restore,,,
Could you explain how to i'm not sure how to: rsync ile yedek nasıl alınır??,system_backup_restore,,,
Could you explain how to what's the correct way to rsync ile yedek nasıl alınır???,system_backup_restore,,,
Any advice on how to any idea how i should handle: rsync ile yedek nasıl alınır???,system_backup_restore,,,
Could you explain how to step-by-step for: rsync ile yedek nasıl alınır???,system_backup_restore,,,
I was wondering about rsync ile yedek nasıl alınır?,system_backup_restore,,,
I was wondering about can you help me with: reboot logunu nasıl görürüm??,system_reboot_check,,,
Any advice on how to i'm not sure how to: reboot logunu nasıl görürüm??,system_reboot_check,,,
Could you explain how to what's the correct way to reboot logunu nasıl görürüm???,system_reboot_check,,,
Any advice on how to any idea how i should handle: reboot logunu nasıl görürüm???,system_reboot_check,,,
I was wondering about step-by-step for: reboot logunu nasıl görürüm??,system_reboot_check,,,
"Hi, can you help me with: reboot logunu nasıl görürüm??",system_reboot_check,,,
Any advice on how to can you help me with: linux ne zaman yeniden başladı???,system_reboot_check,,,
Any advice on how to i'm not sure how to: linux ne zaman yeniden başladı??,system_reboot_check,,,
Any advice on how to what's the correct way to linux ne zaman yeniden başladı???,system_reboot_check,,,
Charles wants to know any idea how i should handle: linux ne zaman yeniden başladı??,system_reboot_check,,,
Could you explain how to step-by-step for: linux ne zaman yeniden başladı???,system_reboot_check,,,
Could you explain how to linux ne zaman yeniden başladı??,system_reboot_check,,,
I was wondering about can you help me with: uptime ile reboot zamanı??,system_reboot_check,,,
I was wondering about i'm not sure how to: uptime ile reboot zamanı?,system_reboot_check,,,
"Hi, can you help me with: what's the correct way to uptime ile reboot zamanı???",system_reboot_check,,,
David wants to know any idea how i should handle: uptime ile reboot zamanı??,system_reboot_check,,,
I was wondering about step-by-step for: uptime ile reboot zamanı??,system_reboot_check,,,
"Hi, can you help me with: uptime ile reboot zamanı??",system_reboot_check,,,
"Hi, can you help me with: can you help me with: who -b komutu nedir???",system_reboot_check,,,
Could you explain how to i'm not sure how to: who -b komutu nedir??,system_reboot_check,,,
"Hi, can you help me with: what's the correct way to who -b komutu nedir???",system_reboot_check,,,
"Hi, can you help me with: any idea how i should handle: who -b komutu nedir???",system_reboot_check,,,
Any advice on how to step-by-step for: who -b komutu nedir???,system_reboot_check,,,
William wants to know who -b komutu nedir?,system_reboot_check,,,
Vincent wants to know can you help me with: how to check last system reboot??,system_reboot_check,,,
Could you explain how to i'm not sure how to: how to check last system reboot??,system_reboot_check,,,
Could you explain how to what's the correct way to how to check last system reboot???,system_reboot_check,,,
Could you explain how to any idea how i should handle: how to check last system reboot???,system_reboot_check,,,
"Hi, can you help me with: step-by-step for: how to check last system reboot???",system_reboot_check,,,
Stephen wants to know how to check last system reboot?,system_reboot_check,,,
I was wondering about can you help me with: resource limit hatası çözümü??,system_resource_limits,,,
I was wondering about i'm not sure how to: resource limit hatası çözümü?,system_resource_limits,,,
I was wondering about what's the correct way to resource limit hatası çözümü??,system_resource_limits,,,
I was wondering about any idea how i should handle: resource limit hatası çözümü??,system_resource_limits,,,
"Hi, can you help me with: step-by-step for: resource limit hatası çözümü???",system_resource_limits,,,
Any advice on how to resource limit hatası çözümü??,system_resource_limits,,,
"Hi, can you help me with: can you help me with: ulimit nedir???",system_resource_limits,,,
Could you explain how to i'm not sure how to: ulimit nedir??,system_resource_limits,,,
"Hi, can you help me with: what's the correct way to ulimit nedir???",system_resource_limits,,,
Maria wants to know any idea how i should handle: ulimit nedir??,system_resource_limits,,,
Any advice on how to step-by-step for: ulimit nedir???,system_resource_limits,,,
I was wondering about ulimit nedir?,system_resource_limits,,,
Could you explain how to can you help me with: bir prosese kaç dosya açabilir???,system_resource_limits,,,
Lisa wants to know i'm not sure how to: bir prosese kaç dosya açabilir?,system_resource_limits,,,
"Hi, can you help me with: what's the correct way to bir prosese kaç dosya açabilir???",system_resource_limits,,,
Any advice on how to any idea how i should handle: bir prosese kaç dosya açabilir???,system_resource_limits,,,
Tina wants to know step-by-step for: bir prosese kaç dosya açabilir??,system_resource_limits,,,
Brandy wants to know bir prosese kaç dosya açabilir?,system_resource_limits,,,
Could you explain how to can you help me with: limits.conf dosyası ne işe yarar???,system_resource_limits,,,
Any advice on how to i'm not sure how to: limits.conf dosyası ne işe yarar??,system_resource_limits,,,
I was wondering about what's the correct way to limits.conf dosyası ne işe yarar??,system_resource_limits,,,
Any advice on how to any idea how i should handle: limits.conf dosyası ne işe yarar???,system_resource_limits,,,
Any advice on how to step-by-step for: limits.conf dosyası ne işe yarar???,system_resource_limits,,,
I was wondering about limits.conf dosyası ne işe yarar?,system_resource_limits,,,
Krista wants to know can you help me with: ulimit ile limit artırmak??,system_resource_limits,,,
"Hi, can you help me with: i'm not sure how to: ulimit ile limit artırmak??",system_resource_limits,,,
Any advice on how to what's the correct way to ulimit ile limit artırmak???,system_resource_limits,,,
I was wondering about any idea how i should handle: ulimit ile limit artırmak??,system_resource_limits,,,
"Hi, can you help me with: step-by-step for: ulimit ile limit artırmak???",system_resource_limits,,,
Any advice on how to ulimit ile limit artırmak??,system_resource_limits,,,
I was wondering about can you help me with: how to enable a systemd service??,systemd_service_enable,,,
Christine wants to know i'm not sure how to: how to enable a systemd service?,systemd_service_enable,,,
Could you explain how to what's the correct way to how to enable a systemd service???,systemd_service_enable,,,
Dylan wants to know any idea how i should handle: how to enable a systemd service??,systemd_service_enable,,,
I was wondering about step-by-step for: how to enable a systemd service??,systemd_service_enable,,,
Could you explain how to how to enable a systemd service??,systemd_service_enable,,,
Could you explain how to can you help me with: systemctl enable nedir???,systemd_service_enable,,,
I was wondering about i'm not sure how to: systemctl enable nedir?,systemd_service_enable,,,
I was wondering about what's the correct way to systemctl enable nedir??,systemd_service_enable,,,
I was wondering about any idea how i should handle: systemctl enable nedir??,systemd_service_enable,,,
"Hi, can you help me with: step-by-step for: systemctl enable nedir???",systemd_service_enable,,,
"Hi, can you help me with: systemctl enable nedir??",systemd_service_enable,,,
"Hi, can you help me with: can you help me with: enable service on boot???",systemd_service_enable,,,
Kimberly wants to know i'm not sure how to: enable service on boot?,systemd_service_enable,,,
Could you explain how to what's the correct way to enable service on boot???,systemd_service_enable,,,
Monique wants to know any idea how i should handle: enable service on boot??,systemd_service_enable,,,
Jill wants to know step-by-step for: enable service on boot??,systemd_service_enable,,,
I was wondering about enable service on boot?,systemd_service_enable,,,
"Hi, can you help me with: can you help me with: linux service startup ayarı???",systemd_service_enable,,,
"Hi, can you help me with: i'm not sure how to: linux service startup ayarı??",systemd_service_enable,,,
Could you explain how to what's the correct way to linux service startup ayarı???,systemd_service_enable,,,
Eileen wants to know any idea how i should handle: linux service startup ayarı??,systemd_service_enable,,,
Could you explain how to step-by-step for: linux service startup ayarı???,systemd_service_enable,,,
Could you explain how to linux service startup ayarı??,systemd_service_enable,,,
I was wondering about can you help me with: systemd ile servis nasıl başlatılır??,systemd_service_enable,,,
"Hi, can you help me with: i'm not sure how to: systemd ile servis nasıl başlatılır??",systemd_service_enable,,,
Matthew wants to know what's the correct way to systemd ile servis nasıl başlatılır??,systemd_service_enable,,,
Michael wants to know any idea how i should handle: systemd ile servis nasıl başlatılır??,systemd_service_enable,,,
Kelsey wants to know step-by-step for: systemd ile servis nasıl başlatılır??,systemd_service_enable,,,
Could you explain how to systemd ile servis nasıl başlatılır??,systemd_service_enable,,,
Any advice on how to can you help me with: systemctl start ve enable farkı???,systemd_service_enable,,,
Any advice on how to i'm not sure how to: systemctl start ve enable farkı??,systemd_service_enable,,,
